,checkin_type,state,delay_at_checkout_in_minutes,time_delta_with_previous_rental_in_minutes,plage_interval
14784,mobile,ended,-86.0,,retour en avance
14785,mobile,ended,2.0,,1m-15m
14786,mobile,ended,52.0,,46m-60m
14787,mobile,ended,46.0,,46m-60m
14788,mobile,canceled,,,>9h
14789,mobile,ended,,,>9h
14790,mobile,ended,363.0,,6h-7h
14791,mobile,ended,60.0,,46m-60m
14792,mobile,ended,65.0,,1h-2h
14793,mobile,ended,15.0,180.0,1m-15m
14794,mobile,ended,-1.0,,retour en avance
14795,mobile,ended,406.0,,6h-7h
14796,connect,ended,48.0,0.0,46m-60m
14797,mobile,ended,,,>9h
14798,mobile,ended,29.0,,16m-30m
14799,mobile,ended,54.0,,46m-60m
14800,mobile,ended,58.0,,46m-60m
14801,mobile,ended,,,>9h
14802,connect,ended,48.0,60.0,46m-60m
14803,mobile,ended,,,>9h
14804,mobile,ended,17.0,,16m-30m
14805,mobile,ended,,,>9h
14806,mobile,ended,526.0,,>9h
14807,mobile,ended,1.0,,1m-15m
14808,mobile,ended,,,>9h
14809,mobile,ended,129.0,,2h-3h
14810,mobile,ended,64.0,,1h-2h
14811,mobile,ended,299.0,,4h-5h
14812,mobile,ended,36.0,,31m-45m
14813,mobile,ended,,,>9h
14814,mobile,ended,350.0,,5h-6h
14815,mobile,ended,94.0,,1h-2h
14816,mobile,ended,,120.0,>9h
14817,connect,ended,42.0,,31m-45m
14818,mobile,canceled,,,>9h
14819,mobile,ended,-29.0,,retour en avance
14820,mobile,ended,-57.0,,retour en avance
14821,mobile,ended,40.0,,31m-45m
14822,mobile,canceled,,,>9h
14823,mobile,ended,33.0,,31m-45m
14824,mobile,ended,259.0,,4h-5h
14825,mobile,ended,,,>9h
14826,mobile,ended,-140.0,,retour en avance
14827,mobile,ended,-60.0,,retour en avance
14828,mobile,ended,-28.0,240.0,retour en avance
14829,mobile,ended,,,>9h
14830,connect,ended,-75.0,,retour en avance
14831,mobile,ended,-82.0,,retour en avance
14832,mobile,ended,15.0,0.0,1m-15m
14833,mobile,ended,20.0,,16m-30m
14834,mobile,ended,-7.0,,retour en avance
14835,mobile,ended,,,>9h
14836,mobile,ended,132.0,,2h-3h
14837,connect,ended,38.0,,31m-45m
14838,mobile,canceled,,,>9h
14839,connect,ended,62.0,660.0,1h-2h
14840,mobile,ended,-19.0,120.0,retour en avance
14841,connect,ended,-2.0,,retour en avance
14842,mobile,ended,823.0,,>9h
14843,connect,ended,7.0,,1m-15m
14844,connect,ended,-195.0,,retour en avance
14845,mobile,ended,52.0,,46m-60m
14846,mobile,ended,-221.0,,retour en avance
14847,mobile,ended,-84.0,,retour en avance
14848,connect,ended,-20.0,,retour en avance
14849,mobile,ended,-17.0,,retour en avance
14850,mobile,ended,2.0,,1m-15m
14851,mobile,ended,-19.0,,retour en avance
14852,mobile,ended,7.0,,1m-15m
14853,mobile,ended,18.0,,16m-30m
14854,connect,ended,35.0,,31m-45m
14855,mobile,ended,-44.0,,retour en avance
14856,mobile,ended,136.0,,2h-3h
14857,mobile,ended,-50.0,,retour en avance
14858,mobile,ended,-2.0,,retour en avance
14859,connect,ended,155.0,,2h-3h
14860,connect,ended,-112.0,,retour en avance
14861,mobile,ended,74.0,60.0,1h-2h
14862,mobile,ended,,,>9h
14863,connect,ended,23.0,,16m-30m
14864,mobile,canceled,,,>9h
14865,connect,canceled,,,>9h
14866,connect,ended,92.0,660.0,1h-2h
14867,connect,canceled,,,>9h
14868,connect,ended,31.0,,31m-45m
14869,mobile,ended,-10.0,,retour en avance
14870,mobile,canceled,,,>9h
14871,connect,canceled,,270.0,>9h
14872,mobile,ended,7.0,,1m-15m
14873,connect,ended,-17.0,,retour en avance
14874,mobile,ended,7.0,,1m-15m
14875,mobile,ended,-12.0,,retour en avance
14876,connect,ended,-17.0,,retour en avance
14877,mobile,ended,54.0,,46m-60m
14878,mobile,ended,-18.0,,retour en avance
14879,mobile,ended,317.0,,5h-6h
14880,mobile,ended,98.0,,1h-2h
14881,mobile,canceled,,,>9h
14882,mobile,ended,-23.0,,retour en avance
14883,connect,ended,46.0,,46m-60m
14884,mobile,ended,-6.0,,retour en avance
14885,mobile,canceled,,,>9h
14886,connect,ended,-17.0,720.0,retour en avance
14887,mobile,ended,32.0,,31m-45m
14888,mobile,ended,24.0,,16m-30m
14889,mobile,ended,,,>9h
14890,mobile,ended,397.0,,6h-7h
14891,mobile,ended,-43.0,,retour en avance
14892,mobile,canceled,,,>9h
14893,mobile,ended,,,>9h
14894,mobile,ended,,,>9h
14895,mobile,ended,,,>9h
14896,connect,ended,-9.0,0.0,retour en avance
14897,mobile,ended,-5.0,,retour en avance
14898,mobile,ended,45.0,,31m-45m
14899,mobile,ended,8.0,,1m-15m
14900,mobile,canceled,,,>9h
14901,mobile,ended,-7.0,,retour en avance
14902,mobile,ended,-21.0,,retour en avance
14903,mobile,ended,-25.0,,retour en avance
14904,mobile,ended,924.0,,>9h
14905,connect,canceled,,,>9h
14906,mobile,canceled,,,>9h
14907,mobile,canceled,,,>9h
14908,mobile,canceled,,,>9h
14909,mobile,ended,93.0,,1h-2h
14910,mobile,canceled,,,>9h
14911,mobile,ended,53.0,,46m-60m
14912,mobile,ended,124.0,,2h-3h
14913,mobile,ended,57.0,,46m-60m
14914,mobile,ended,18.0,,16m-30m
14915,mobile,ended,32.0,,31m-45m
14916,mobile,canceled,,,>9h
14917,mobile,ended,24.0,,16m-30m
14918,mobile,ended,145.0,0.0,2h-3h
14919,mobile,ended,34.0,,31m-45m
14920,mobile,ended,-84.0,,retour en avance
14921,mobile,ended,,,>9h
14922,mobile,ended,,,>9h
14923,mobile,ended,60.0,,46m-60m
14924,mobile,ended,,,>9h
14925,mobile,ended,74.0,,1h-2h
14926,mobile,ended,6.0,,1m-15m
14927,mobile,ended,-11.0,,retour en avance
14928,connect,ended,-38.0,,retour en avance
14929,mobile,ended,-85.0,,retour en avance
14930,mobile,ended,50.0,,46m-60m
14931,connect,ended,-131.0,,retour en avance
14932,mobile,ended,-90.0,,retour en avance
14933,mobile,ended,19.0,,16m-30m
14934,mobile,ended,,,>9h
14935,mobile,ended,,,>9h
14936,mobile,canceled,,150.0,>9h
14937,mobile,ended,19.0,,16m-30m
14938,mobile,ended,13.0,,1m-15m
14939,connect,ended,101.0,,1h-2h
14940,mobile,ended,211.0,690.0,3h-4h
14941,connect,ended,43.0,,31m-45m
14942,connect,ended,-61.0,,retour en avance
14943,mobile,ended,-5.0,,retour en avance
14944,mobile,ended,,,>9h
14945,mobile,ended,1450.0,,>9h
14946,mobile,ended,9.0,,1m-15m
14947,mobile,ended,210.0,,3h-4h
14948,mobile,ended,358.0,,5h-6h
14949,mobile,ended,-294.0,,retour en avance
14950,mobile,ended,75.0,,1h-2h
14951,mobile,ended,16.0,,16m-30m
14952,mobile,ended,-45.0,,retour en avance
14953,mobile,ended,14.0,,1m-15m
14954,connect,canceled,,0.0,>9h
14955,mobile,ended,31.0,,31m-45m
14956,mobile,ended,84.0,,1h-2h
14957,mobile,ended,1.0,0.0,1m-15m
14958,mobile,ended,-88.0,,retour en avance
14959,mobile,ended,-81.0,,retour en avance
14960,mobile,canceled,,,>9h
14961,mobile,ended,57.0,,46m-60m
14962,connect,ended,,,>9h
14963,connect,ended,-19.0,,retour en avance
14964,mobile,canceled,,,>9h
14965,connect,ended,153.0,,2h-3h
14966,mobile,ended,-16.0,30.0,retour en avance
14967,mobile,ended,65.0,,1h-2h
14968,mobile,canceled,,,>9h
14969,mobile,ended,37.0,,31m-45m
14970,mobile,ended,-82.0,,retour en avance
14971,mobile,ended,-121.0,,retour en avance
14972,mobile,canceled,,,>9h
14973,mobile,ended,157.0,,2h-3h
14974,mobile,ended,-24.0,,retour en avance
14975,mobile,ended,-65.0,,retour en avance
14976,mobile,ended,85.0,,1h-2h
14977,mobile,ended,-103.0,,retour en avance
14978,connect,ended,75.0,,1h-2h
14979,mobile,ended,-9.0,,retour en avance
14980,connect,ended,-158.0,,retour en avance
14981,mobile,ended,,,>9h
14982,mobile,ended,-115.0,30.0,retour en avance
14983,mobile,canceled,,,>9h
14984,mobile,ended,106.0,,1h-2h
14985,mobile,ended,3.0,,1m-15m
14986,mobile,ended,-4.0,,retour en avance
14987,mobile,ended,-11.0,,retour en avance
14988,mobile,ended,-57.0,,retour en avance
14989,mobile,ended,51.0,,46m-60m
14990,connect,ended,-221.0,,retour en avance
14991,mobile,canceled,,,>9h
14992,mobile,ended,-30.0,,retour en avance
14993,mobile,ended,433.0,,7h-8h
14994,mobile,canceled,,,>9h
14995,mobile,ended,4.0,,1m-15m
14996,mobile,ended,12.0,,1m-15m
14997,connect,ended,46.0,,46m-60m
14998,mobile,ended,109.0,,1h-2h
14999,mobile,canceled,,,>9h
15000,mobile,ended,-33.0,,retour en avance
15001,connect,ended,121.0,,2h-3h
15002,mobile,ended,141.0,,2h-3h
15003,connect,ended,-42.0,480.0,retour en avance
15004,mobile,canceled,,,>9h
15005,connect,canceled,,,>9h
15006,mobile,ended,-353.0,,retour en avance
15007,mobile,ended,112.0,,1h-2h
15008,mobile,ended,33.0,,31m-45m
15009,connect,ended,-216.0,,retour en avance
15010,mobile,ended,383.0,,6h-7h
15011,mobile,ended,79.0,,1h-2h
15012,mobile,ended,12.0,,1m-15m
15013,mobile,canceled,,,>9h
15014,mobile,ended,31.0,,31m-45m
15015,mobile,ended,18.0,,16m-30m
15016,mobile,ended,-33.0,,retour en avance
15017,mobile,ended,2.0,,1m-15m
15018,connect,ended,55.0,,46m-60m
15019,mobile,ended,-22.0,,retour en avance
15020,mobile,ended,64.0,,1h-2h
15021,mobile,ended,-34.0,,retour en avance
15022,mobile,ended,2.0,,1m-15m
15023,connect,ended,-84.0,,retour en avance
15024,mobile,canceled,,,>9h
15025,mobile,ended,12.0,,1m-15m
15026,mobile,ended,-37.0,,retour en avance
15027,connect,ended,-2.0,,retour en avance
15028,mobile,ended,118.0,,1h-2h
15029,mobile,ended,25.0,,16m-30m
15030,mobile,ended,6.0,,1m-15m
15031,connect,ended,27.0,,16m-30m
15032,connect,ended,-79.0,,retour en avance
15033,connect,ended,-40.0,,retour en avance
15034,mobile,canceled,,,>9h
15035,mobile,ended,,,>9h
15036,connect,ended,50.0,,46m-60m
15037,connect,ended,-266.0,,retour en avance
15038,mobile,canceled,,,>9h
15039,connect,canceled,,,>9h
15040,mobile,ended,-50.0,,retour en avance
15041,mobile,ended,30.0,,16m-30m
15042,mobile,ended,-275.0,,retour en avance
15043,mobile,ended,436.0,,7h-8h
15044,mobile,ended,34.0,,31m-45m
15045,mobile,ended,85.0,,1h-2h
15046,mobile,ended,,,>9h
15047,mobile,ended,36.0,,31m-45m
15048,mobile,ended,60.0,,46m-60m
15049,mobile,canceled,,,>9h
15050,mobile,ended,17.0,,16m-30m
15051,mobile,ended,9.0,,1m-15m
15052,mobile,ended,,,>9h
15053,mobile,ended,270.0,,4h-5h
15054,mobile,ended,85.0,,1h-2h
15055,mobile,ended,123.0,300.0,2h-3h
15056,mobile,ended,85.0,,1h-2h
15057,mobile,ended,96.0,,1h-2h
15058,mobile,ended,123.0,,2h-3h
15059,mobile,ended,99.0,,1h-2h
15060,mobile,ended,-38.0,,retour en avance
15061,connect,ended,-27.0,90.0,retour en avance
15062,connect,canceled,,,>9h
15063,connect,ended,0.0,60.0,0
15064,mobile,ended,,,>9h
15065,mobile,ended,82.0,,1h-2h
15066,mobile,ended,-71.0,,retour en avance
15067,mobile,ended,18.0,,16m-30m
15068,connect,ended,-140.0,,retour en avance
15069,mobile,ended,106.0,,1h-2h
15070,mobile,ended,-109.0,,retour en avance
15071,mobile,ended,96.0,,1h-2h
15072,mobile,ended,,,>9h
15073,mobile,canceled,,,>9h
15074,mobile,ended,87.0,,1h-2h
15075,mobile,ended,-863.0,,retour en avance
15076,mobile,ended,-185.0,,retour en avance
15077,mobile,ended,-85.0,,retour en avance
15078,mobile,ended,2.0,,1m-15m
15079,connect,canceled,,,>9h
15080,mobile,ended,55.0,,46m-60m
15081,mobile,ended,84.0,,1h-2h
15082,connect,ended,-21.0,,retour en avance
15083,mobile,ended,-142.0,,retour en avance
15084,connect,ended,-21.0,270.0,retour en avance
15085,mobile,ended,-131.0,,retour en avance
15086,mobile,ended,88.0,,1h-2h
15087,mobile,ended,3.0,,1m-15m
15088,mobile,ended,26.0,,16m-30m
15089,mobile,ended,24.0,,16m-30m
15090,mobile,ended,-231.0,,retour en avance
15091,connect,canceled,,,>9h
15092,mobile,ended,4.0,60.0,1m-15m
15093,connect,ended,17.0,,16m-30m
15094,mobile,ended,297.0,,4h-5h
15095,mobile,ended,86.0,,1h-2h
15096,mobile,canceled,,,>9h
15097,mobile,ended,49.0,,46m-60m
15098,connect,ended,-32.0,,retour en avance
15099,mobile,ended,46.0,,46m-60m
15100,mobile,ended,1.0,,1m-15m
15101,mobile,ended,68.0,,1h-2h
15102,connect,ended,,,>9h
15103,connect,ended,16.0,,16m-30m
15104,mobile,ended,24.0,,16m-30m
15105,mobile,ended,64.0,,1h-2h
15106,mobile,ended,3.0,,1m-15m
15107,connect,ended,,,>9h
15108,connect,ended,33.0,,31m-45m
15109,mobile,ended,-17.0,,retour en avance
15110,mobile,ended,87.0,660.0,1h-2h
15111,connect,ended,35.0,,31m-45m
15112,connect,canceled,,,>9h
15113,mobile,ended,2963.0,,>9h
15114,connect,ended,-204.0,,retour en avance
15115,mobile,canceled,,,>9h
15116,mobile,ended,46.0,,46m-60m
15117,mobile,ended,-134.0,660.0,retour en avance
15118,mobile,ended,-20.0,,retour en avance
15119,mobile,ended,-20.0,,retour en avance
15120,mobile,ended,-11.0,,retour en avance
15121,mobile,ended,-126.0,,retour en avance
15122,mobile,ended,31.0,,31m-45m
15123,mobile,ended,110.0,,1h-2h
15124,mobile,ended,73.0,,1h-2h
15125,mobile,ended,,,>9h
15126,mobile,ended,-112.0,,retour en avance
15127,mobile,ended,19.0,,16m-30m
15128,mobile,ended,46.0,,46m-60m
15129,mobile,ended,-71.0,,retour en avance
15130,connect,ended,175.0,,2h-3h
15131,mobile,ended,1477.0,,>9h
15132,mobile,ended,-68.0,,retour en avance
15133,mobile,ended,44.0,,31m-45m
15134,mobile,ended,21.0,,16m-30m
15135,mobile,ended,101.0,,1h-2h
15136,mobile,ended,-293.0,,retour en avance
15137,mobile,ended,517.0,,>9h
15138,mobile,ended,,,>9h
15139,mobile,canceled,,,>9h
15140,connect,canceled,,720.0,>9h
15141,mobile,ended,55.0,,46m-60m
15142,mobile,ended,1.0,,1m-15m
15143,mobile,ended,800.0,,>9h
15144,mobile,ended,37.0,,31m-45m
15145,mobile,ended,-31.0,,retour en avance
15146,mobile,canceled,,,>9h
15147,mobile,ended,-1.0,720.0,retour en avance
15148,connect,ended,-272.0,,retour en avance
15149,mobile,ended,-17.0,,retour en avance
15150,mobile,ended,39.0,,31m-45m
15151,mobile,ended,296.0,,4h-5h
15152,connect,ended,-6.0,,retour en avance
15153,mobile,ended,125.0,,2h-3h
15154,mobile,ended,6.0,,1m-15m
15155,mobile,ended,67.0,,1h-2h
15156,mobile,ended,-141.0,,retour en avance
15157,connect,ended,85.0,,1h-2h
15158,mobile,ended,3.0,,1m-15m
15159,mobile,canceled,,,>9h
15160,mobile,canceled,,,>9h
15161,mobile,ended,20.0,,16m-30m
15162,mobile,canceled,,,>9h
15163,mobile,ended,-42.0,,retour en avance
15164,mobile,canceled,,,>9h
15165,mobile,ended,-144.0,,retour en avance
15166,mobile,ended,40.0,270.0,31m-45m
15167,mobile,ended,-8.0,,retour en avance
15168,mobile,ended,2725.0,30.0,>9h
15169,connect,ended,121.0,,2h-3h
15170,connect,canceled,,,>9h
15171,mobile,canceled,,,>9h
15172,mobile,ended,-6.0,,retour en avance
15173,mobile,ended,3.0,0.0,1m-15m
15174,mobile,ended,-11.0,,retour en avance
15175,mobile,ended,9.0,,1m-15m
15176,connect,ended,7.0,,1m-15m
15177,mobile,ended,5682.0,,>9h
15178,mobile,ended,9.0,360.0,1m-15m
15179,mobile,ended,104.0,,1h-2h
15180,mobile,canceled,,,>9h
15181,mobile,ended,-235.0,,retour en avance
15182,mobile,ended,-51.0,,retour en avance
15183,mobile,ended,35.0,,31m-45m
15184,connect,ended,-44.0,,retour en avance
15185,mobile,ended,-144.0,,retour en avance
15186,mobile,ended,-4.0,,retour en avance
15187,mobile,ended,105.0,,1h-2h
15188,mobile,ended,,,>9h
15189,connect,ended,-62.0,,retour en avance
15190,mobile,ended,,,>9h
15191,mobile,ended,116.0,,1h-2h
15192,mobile,canceled,,,>9h
15193,mobile,ended,,,>9h
15194,mobile,ended,38.0,,31m-45m
15195,mobile,ended,949.0,,>9h
15196,mobile,ended,,,>9h
15197,mobile,ended,2.0,,1m-15m
15198,mobile,ended,-15.0,,retour en avance
15199,mobile,ended,61.0,,1h-2h
15200,mobile,ended,22.0,,16m-30m
15201,mobile,ended,434.0,,7h-8h
15202,mobile,ended,57.0,,46m-60m
15203,mobile,ended,-24.0,,retour en avance
15204,mobile,canceled,,,>9h
15205,mobile,ended,4.0,,1m-15m
15206,connect,ended,-118.0,,retour en avance
15207,mobile,ended,-18.0,,retour en avance
15208,mobile,canceled,,,>9h
15209,mobile,ended,-83.0,,retour en avance
15210,mobile,ended,64.0,,1h-2h
15211,connect,canceled,,,>9h
15212,mobile,canceled,,,>9h
15213,mobile,ended,-103.0,,retour en avance
15214,connect,ended,-16.0,0.0,retour en avance
15215,mobile,canceled,,,>9h
15216,mobile,ended,270.0,,4h-5h
15217,mobile,ended,-63.0,,retour en avance
15218,mobile,ended,-9.0,,retour en avance
15219,mobile,ended,-27.0,,retour en avance
15220,mobile,ended,29.0,,16m-30m
15221,mobile,ended,12.0,,1m-15m
15222,mobile,ended,-237.0,,retour en avance
15223,connect,ended,-26.0,720.0,retour en avance
15224,mobile,ended,96.0,,1h-2h
15225,connect,ended,-45.0,,retour en avance
15226,mobile,ended,-115.0,210.0,retour en avance
15227,connect,canceled,,,>9h
15228,mobile,ended,370.0,,6h-7h
15229,mobile,ended,-22.0,,retour en avance
15230,mobile,ended,539.0,,>9h
15231,connect,canceled,,240.0,>9h
15232,connect,ended,-200.0,,retour en avance
15233,connect,ended,-41.0,120.0,retour en avance
15234,mobile,canceled,,,>9h
15235,connect,ended,-42.0,,retour en avance
15236,mobile,ended,71.0,,1h-2h
15237,connect,ended,-71.0,,retour en avance
15238,mobile,ended,-22.0,,retour en avance
15239,mobile,ended,5.0,,1m-15m
15240,mobile,ended,-2.0,,retour en avance
15241,connect,ended,-9.0,,retour en avance
15242,mobile,ended,65.0,,1h-2h
15243,mobile,ended,1236.0,,>9h
15244,mobile,ended,-18.0,,retour en avance
15245,mobile,ended,38.0,,31m-45m
15246,mobile,ended,-45.0,,retour en avance
15247,connect,ended,-483.0,720.0,retour en avance
15248,mobile,ended,-62.0,,retour en avance
15249,mobile,ended,-5.0,,retour en avance
15250,mobile,ended,,,>9h
15251,mobile,ended,33.0,,31m-45m
15252,connect,ended,-72.0,,retour en avance
15253,mobile,canceled,,,>9h
15254,mobile,ended,-1.0,,retour en avance
15255,connect,ended,47.0,,46m-60m
15256,mobile,ended,-74.0,,retour en avance
15257,mobile,ended,-4.0,,retour en avance
15258,mobile,ended,-10.0,,retour en avance
15259,mobile,canceled,,,>9h
15260,connect,ended,-5.0,,retour en avance
15261,mobile,ended,,,>9h
15262,mobile,ended,-694.0,,retour en avance
15263,mobile,ended,1113.0,,>9h
15264,mobile,ended,1203.0,330.0,>9h
15265,mobile,ended,-212.0,,retour en avance
15266,connect,ended,-1.0,,retour en avance
15267,mobile,ended,-78.0,,retour en avance
15268,mobile,ended,79.0,,1h-2h
15269,mobile,ended,155.0,,2h-3h
15270,mobile,ended,-1005.0,60.0,retour en avance
15271,mobile,ended,-131.0,,retour en avance
15272,mobile,ended,1.0,,1m-15m
15273,mobile,ended,,,>9h
15274,mobile,ended,7.0,,1m-15m
15275,mobile,ended,0.0,0.0,0
15276,connect,ended,22.0,,16m-30m
15277,connect,ended,-29.0,,retour en avance
15278,mobile,canceled,,,>9h
15279,mobile,ended,107.0,,1h-2h
15280,mobile,ended,972.0,,>9h
15281,connect,ended,-42.0,,retour en avance
15282,connect,ended,19.0,,16m-30m
15283,mobile,ended,9.0,,1m-15m
15284,mobile,ended,-3.0,210.0,retour en avance
15285,mobile,ended,110.0,,1h-2h
15286,mobile,ended,,,>9h
15287,connect,ended,89.0,,1h-2h
15288,mobile,ended,16.0,,16m-30m
15289,connect,ended,8.0,,1m-15m
15290,mobile,ended,-183.0,,retour en avance
15291,mobile,canceled,,,>9h
15292,mobile,ended,58.0,,46m-60m
15293,mobile,ended,9.0,,1m-15m
15294,mobile,canceled,,,>9h
15295,mobile,ended,-26.0,,retour en avance
15296,mobile,ended,-100.0,,retour en avance
15297,mobile,canceled,,,>9h
15298,mobile,ended,171.0,,2h-3h
15299,mobile,ended,49.0,,46m-60m
15300,connect,canceled,,,>9h
15301,connect,canceled,,,>9h
15302,mobile,ended,-7.0,,retour en avance
15303,mobile,ended,-142.0,,retour en avance
15304,connect,ended,-87.0,,retour en avance
15305,mobile,ended,-39.0,,retour en avance
15306,connect,ended,-47.0,,retour en avance
15307,mobile,ended,,,>9h
15308,mobile,canceled,,,>9h
15309,connect,ended,142.0,60.0,2h-3h
15310,mobile,canceled,,,>9h
15311,mobile,ended,37.0,,31m-45m
15312,connect,canceled,,,>9h
15313,mobile,ended,,,>9h
15314,connect,ended,2.0,,1m-15m
15315,mobile,ended,-2.0,,retour en avance
15316,mobile,ended,16.0,,16m-30m
15317,mobile,ended,69.0,,1h-2h
15318,mobile,ended,156.0,,2h-3h
15319,mobile,ended,140.0,,2h-3h
15320,mobile,ended,-48.0,,retour en avance
15321,mobile,ended,24.0,,16m-30m
15322,mobile,ended,-28.0,,retour en avance
15323,connect,ended,23.0,,16m-30m
15324,connect,ended,7.0,,1m-15m
15325,connect,canceled,,,>9h
15326,mobile,ended,453.0,,7h-8h
15327,connect,canceled,,,>9h
15328,mobile,ended,-3.0,,retour en avance
15329,mobile,ended,190.0,,3h-4h
15330,mobile,ended,44.0,,31m-45m
15331,mobile,ended,604.0,,>9h
15332,mobile,ended,16.0,,16m-30m
15333,mobile,ended,46.0,,46m-60m
15334,mobile,ended,461.0,,7h-8h
15335,mobile,ended,9.0,,1m-15m
15336,mobile,ended,760.0,,>9h
15337,mobile,ended,-87.0,,retour en avance
15338,mobile,canceled,,,>9h
15339,mobile,ended,59.0,,46m-60m
15340,connect,ended,58.0,,46m-60m
15341,mobile,ended,-11.0,,retour en avance
15342,mobile,ended,44.0,,31m-45m
15343,connect,canceled,,,>9h
15344,mobile,ended,11.0,,1m-15m
15345,mobile,ended,-20.0,,retour en avance
15346,connect,canceled,,,>9h
15347,mobile,ended,55.0,,46m-60m
15348,mobile,ended,213.0,,3h-4h
15349,mobile,ended,-123.0,,retour en avance
15350,mobile,ended,9852.0,,>9h
15351,mobile,ended,-3.0,,retour en avance
15352,mobile,ended,153.0,,2h-3h
15353,connect,ended,-96.0,540.0,retour en avance
15354,connect,ended,3.0,30.0,1m-15m
15355,mobile,ended,-1.0,150.0,retour en avance
15356,connect,canceled,,,>9h
15357,mobile,ended,-118.0,,retour en avance
15358,mobile,ended,-86.0,,retour en avance
15359,mobile,ended,,,>9h
15360,mobile,ended,-91.0,,retour en avance
15361,mobile,ended,708.0,,>9h
15362,mobile,ended,,,>9h
15363,connect,ended,-60.0,630.0,retour en avance
15364,mobile,ended,,,>9h
15365,mobile,ended,69.0,,1h-2h
15366,mobile,ended,20.0,,16m-30m
15367,mobile,ended,,,>9h
15368,mobile,ended,11.0,,1m-15m
15369,mobile,ended,9.0,,1m-15m
15370,mobile,ended,,,>9h
15371,mobile,ended,-417.0,,retour en avance
15372,connect,canceled,,,>9h
15373,connect,ended,-7.0,120.0,retour en avance
15374,mobile,ended,1051.0,,>9h
15375,connect,ended,-67.0,90.0,retour en avance
15376,mobile,ended,-8.0,,retour en avance
15377,mobile,ended,59.0,,46m-60m
15378,mobile,ended,7.0,,1m-15m
15379,mobile,canceled,,,>9h
15380,mobile,ended,18.0,,16m-30m
15381,mobile,ended,28.0,,16m-30m
15382,mobile,ended,878.0,,>9h
15383,mobile,ended,-62.0,,retour en avance
15384,mobile,ended,-431.0,,retour en avance
15385,mobile,ended,7.0,,1m-15m
15386,mobile,ended,-51.0,,retour en avance
15387,mobile,ended,50.0,,46m-60m
15388,mobile,ended,6.0,420.0,1m-15m
15389,mobile,ended,,,>9h
15390,mobile,ended,13.0,,1m-15m
15391,connect,ended,34.0,,31m-45m
15392,mobile,ended,-128.0,,retour en avance
15393,connect,ended,3.0,,1m-15m
15394,mobile,ended,-12.0,300.0,retour en avance
15395,mobile,ended,87.0,,1h-2h
15396,mobile,ended,191.0,,3h-4h
15397,mobile,canceled,,,>9h
15398,mobile,ended,14.0,,1m-15m
15399,mobile,ended,,,>9h
15400,mobile,ended,-89.0,,retour en avance
15401,mobile,ended,-298.0,,retour en avance
15402,connect,canceled,,,>9h
15403,mobile,ended,-679.0,,retour en avance
15404,mobile,ended,175.0,,2h-3h
15405,mobile,canceled,,,>9h
15406,connect,ended,-308.0,,retour en avance
15407,mobile,ended,63.0,,1h-2h
15408,connect,ended,272.0,,4h-5h
15409,mobile,ended,-9.0,,retour en avance
15410,connect,ended,-78.0,,retour en avance
15411,mobile,ended,110.0,,1h-2h
15412,mobile,ended,104.0,,1h-2h
15413,mobile,ended,89.0,,1h-2h
15414,mobile,ended,,450.0,>9h
15415,connect,ended,-185.0,,retour en avance
15416,mobile,ended,-156.0,30.0,retour en avance
15417,mobile,canceled,,,>9h
15418,mobile,ended,-78.0,,retour en avance
15419,mobile,ended,-98.0,,retour en avance
15420,mobile,ended,-69.0,,retour en avance
15421,mobile,ended,-31.0,,retour en avance
15422,mobile,ended,,,>9h
15423,mobile,ended,-8.0,,retour en avance
15424,mobile,ended,25.0,,16m-30m
15425,mobile,ended,,,>9h
15426,mobile,ended,56.0,,46m-60m
15427,mobile,ended,,,>9h
15428,mobile,canceled,,,>9h
15429,mobile,ended,29.0,,16m-30m
15430,mobile,ended,179.0,,2h-3h
15431,mobile,ended,43.0,,31m-45m
15432,mobile,canceled,,,>9h
15433,connect,canceled,,180.0,>9h
15434,mobile,ended,209.0,,3h-4h
15435,mobile,ended,72.0,,1h-2h
15436,mobile,ended,-16.0,,retour en avance
15437,mobile,ended,1.0,,1m-15m
15438,mobile,ended,-74.0,,retour en avance
15439,mobile,ended,1561.0,,>9h
15440,mobile,ended,16.0,,16m-30m
15441,mobile,ended,,,>9h
15442,mobile,ended,,,>9h
15443,mobile,ended,-133.0,,retour en avance
15444,mobile,canceled,,,>9h
15445,connect,ended,-19.0,,retour en avance
15446,mobile,canceled,,,>9h
15447,mobile,ended,199.0,,3h-4h
15448,connect,ended,-130.0,,retour en avance
15449,mobile,ended,-14.0,,retour en avance
15450,mobile,ended,2.0,,1m-15m
15451,connect,ended,-2.0,,retour en avance
15452,mobile,ended,567.0,,>9h
15453,mobile,ended,-57.0,150.0,retour en avance
15454,mobile,ended,-987.0,,retour en avance
15455,mobile,ended,296.0,,4h-5h
15456,mobile,ended,95.0,,1h-2h
15457,mobile,canceled,,,>9h
15458,connect,canceled,,,>9h
15459,mobile,ended,0.0,,0
15460,mobile,ended,28.0,,16m-30m
15461,mobile,canceled,,,>9h
15462,mobile,ended,-12.0,,retour en avance
15463,mobile,ended,-56.0,,retour en avance
15464,mobile,ended,67.0,,1h-2h
15465,mobile,canceled,,,>9h
15466,mobile,ended,65.0,,1h-2h
15467,connect,canceled,,,>9h
15468,mobile,ended,93.0,,1h-2h
15469,mobile,ended,0.0,,0
